index,Movies,P_Genre,S_Genre,T_Genre,Cluster_ID
1655,the last kingdom: seven kings must die,2,15,7,379
1656,the last man,2,15,5,22
1657,lockout,2,4,6,140
1658,batman: mask of the phantasm,4,3,3,286
1659,hide and seek,2,2,9,3
1660,detective vs sleuths,2,2,5,37
1661,postal,2,1,4,6
1662,the spy next door,2,1,18,60
1663,24 hours to live,2,4,6,140
1664,hit and run,2,0,15,4
1665,coffy,2,2,6,5
1666,house of the dead,2,0,10,459
1667,supurigan,4,3,3,286
1668,bac nord,2,2,6,5
1669,trollhunters: rise of the titans,4,3,3,286
1670,machine gun preacher,2,12,4,10
1671,7500,2,15,6,16
1672,ngo si seoi,2,0,15,4
1673,sooryavanshi,2,2,6,5
1674,tarzan,4,3,3,286
1675,dragon's lair: the movie,4,3,3,286
1676,dalkomhan insaeng,2,2,9,3
1677,raw deal,2,2,6,5
1678,kiss of the dragon,2,2,6,5
1679,cats &amp; dogs,2,0,15,4
1680,tiger 3,2,15,6,16
1681,billy lynn's long halftime walk,2,15,17,395
1682,paranormal activity 8,2,16,6,443
1683,savage streets,2,2,9,3
1684,the condemned,2,2,6,5
1685,captain america,2,0,16,1
1686,kakushi-toride no san-akunin,2,0,9,7
1687,geom-gaek,2,15,7,379
1688,twelve,2,15,6,16
1689,mackenna's gold,2,0,0,282
1690,heavy metal 2000,4,3,3,286
1691,uncommon valor,2,15,6,16
1692,money train,2,1,4,6
1693,street fighter: the legend of chun-li,2,2,8,62
1694,g-force,4,3,3,286
1695,the driver,2,2,6,5
1696,knights of badassdom,2,0,15,4
1697,blown away,2,2,9,3
1698,the pope of greenwich village,2,1,4,6
1699,shanghai knights,2,0,15,4
1700,mighty joe young,2,0,18,2
1701,3 ninjas kick back,2,1,18,60
1702,see no evil,2,16,6,443
1703,huo yuan jia,2,12,9,17
1704,sky captain and the world of tomorrow,2,0,5,52
1705,the presidio,2,2,5,37
1706,year of the dragon,2,2,9,3
1707,ansisung,2,15,7,379
1708,flickan som lekte med elden,2,2,9,3
1709,mosul,2,15,2,291
1710,the cleaner,2,2,9,3
1711,avanpost,2,4,6,140
1712,dead man down,2,2,9,3
1713,cloak &amp; dagger,2,0,4,156
1714,risen,2,15,7,379
1715,the eiger sanction,2,2,6,5
1716,get the gringo,2,15,6,16
1717,marauders,2,2,6,5
1718,6 days,2,15,7,379
1719,malang - unleash the madness,2,2,9,3
1720,stormbreaker,2,0,18,2
1721,on deadly ground,2,0,6,313
1722,uglies,2,0,9,7
1724,wonder woman 3,2,0,8,21
1725,bitva za sevastopol,2,12,9,17
1726,gekijôban sword art online progressive hoshi naki yoru no aria,4,3,3,286
1727,ninja iii: the domination,2,13,6,43
1728,bandidas,2,1,4,6
1729,seraphim falls,2,15,6,16
1730,the rookie,2,2,9,3
1731,the wrecking crew,2,0,15,4
1732,lift,2,2,9,3
1733,the enforcer,2,2,6,5
1734,reindeer games,2,0,4,156
1735,the last: naruto the movie,4,3,3,286
1736,murder at 1600,2,2,9,3
1737,the skulls,2,2,9,3
1739,unleashed,2,2,9,3
1740,gwendoline,2,0,15,4
1741,shout at the devil,2,0,15,4
1742,ging chaat goo si iii: chiu kup ging chaat,2,1,4,6
1743,snabba cash,2,2,9,3
1744,tom yum goong,2,2,9,3
1745,cannibal women in the avocado jungle of death,2,0,15,4
1746,the last days of american crime,2,2,9,3
1747,howl,2,13,10,88
1748,remo williams: the adventure begins,2,0,15,4
1749,the 7th voyage of sinbad,2,0,18,2
1750,tron 3,2,0,16,1
1751,resident evil: vendetta,4,3,3,286
1752,moonwalker,2,2,8,62
1753,gekijô-ban poketto monsutâ - myûtsû no gyakushû,4,3,3,286
1754,thunderbirds,2,0,15,4
1755,torque,2,1,4,6
1756,megan leavey,2,12,9,17
1757,snatched,2,0,15,4
1758,wild target,2,1,4,6
1759,out for justice,2,2,9,3
1760,wrongfully accused,2,1,6,49
1761,time trap,2,0,5,52
1762,the vikings,2,0,7,58
1763,armored,2,2,6,5
1764,death wish ii,2,2,9,3
1765,fei ying gai wak,2,0,15,4
1766,pathaan,2,2,9,3
1767,lung hing foo dai,2,0,15,4
1768,sinbad and the eye of the tiger,2,0,18,2
1769,accident man,2,2,6,5
1770,marked for death,2,2,9,3
1771,flight of the phoenix,2,0,9,7
1772,undisputed,2,2,9,3
1773,teenage mutant ninja turtles: the next chapter,4,3,3,286
1774,the adventures of ford fairlane,2,0,15,4
1775,collide,2,2,6,5
1776,dreamscape,2,0,10,459
1777,ironclad,2,15,7,379
1778,nudo e selvaggio,2,0,10,459
1779,xxx: state of the union,2,0,4,156
1781,true memoirs of an international assassin,2,1,4,6
1782,gleaming the cube,2,15,5,22
1783,furya,2,0,16,1
1784,enter the ninja,2,2,9,3
1785,yip man ngoi zyun: cheung tin chi,2,12,4,10
1786,yip man 3,2,12,9,17
1787,fire down below,2,15,6,16
1788,asteroid,2,1,9,26
1789,the international,2,2,9,3
1790,into the ashes,2,2,6,5
1791,sinsegye,2,2,9,3
1792,national security,2,1,4,6
1793,stolen,2,2,6,5
1794,beyond skyline,2,0,16,1
1795,tanhaji: the unsung warrior,2,12,9,17
1796,yi dai zong shi,2,12,9,17
1797,saani kaayidham,2,2,9,3
1798,"crouching tiger, hidden dragon: sword of destiny",2,0,9,7
1799,hell comes to frogtown,2,1,16,121
1800,secret society of second-born royals,2,0,15,4
1801,the survivalist,2,4,6,140
1802,kin,2,15,16,27
1803,shotgun wedding,2,1,0,8
1804,geukhanjikeob,2,1,4,6
1805,gongdong gyeongbi guyeok jsa,2,15,6,16
1806,double team,2,1,16,121
1807,the pink panther 2,2,0,15,4
1808,repo men,2,4,6,140
1809,bandit,2,2,9,3
1811,showtime,2,1,4,6
1812,never back down: revolt,2,2,9,3
1813,d3: the mighty ducks,2,1,9,26
1814,boon,2,2,9,3
1815,the brave one,2,2,9,3
1816,outcast,2,0,6,313
1817,god bless america,2,1,4,6
1818,el infierno,2,1,4,6
1819,highlander ii: the quickening,2,0,8,21
1820,"honey, we shrunk ourselves!",2,0,15,4
1821,harry brown,2,2,9,3
1822,maanaadu,2,0,16,1
1823,the principal,2,2,9,3
1824,deathgasm,2,1,10,23
1825,silver streak,2,1,4,6
1826,cowboy bebop: tengoku no tobira,4,3,4,57
1827,hera pheri,2,1,4,6
1828,the unhealer,2,16,16,391
1829,banlieue 13,2,2,16,474
1830,troll,2,0,8,21
1831,celda 211,2,2,9,3
1832,hatari!,2,0,15,4
1833,just cause,2,2,9,3
1834,killing season,2,15,6,16
1835,den blomstertid nu kommer,2,5,16,13
1836,slave girls from beyond infinity,2,0,15,4
1837,hard ticket to hawaii,2,1,4,6
1838,the wind and the lion,2,0,9,7
1839,wings,5,5,2,74
1840,the fan,2,15,17,395
1841,night of the demons,2,1,8,42
1842,exit wounds,2,2,6,5
1843,bachchhan paandey,2,1,4,6
1844,universal soldier: day of reckoning,2,16,5,485
1845,the crow: city of angels,2,2,8,62
1846,superman ii: the richard donner cut,2,0,0,282
1847,airport 1975,2,15,6,16
1848,the lost empire,2,0,15,4
1849,dip huet seung hung,2,2,9,3
1850,redline,4,3,16,20
1851,range 15,2,1,10,23
1852,koma,2,0,8,21
1853,hollywood homicide,2,1,4,6
1854,future world,2,0,16,1
1856,big bad mama,2,1,4,6
1857,aknyeo,2,2,9,3
1858,below,2,16,5,485
1859,sniper,2,9,2,491
1860,miracle mile,2,15,0,14
1861,indiana jones and the sanctuary of the black order,2,0,0,282
1862,force 10 from navarone,2,15,2,291
1863,the wild geese,2,0,9,7
1864,the banana splits movie,2,1,10,23
1865,warlock,2,13,10,88
1866,malone,2,15,6,16
1867,the sound of philadelphia,2,2,9,3
1868,greased lightning,2,12,15,246
1869,trigger point,2,7,6,25
1870,red tails,2,15,7,379
1871,killing gunther,2,1,6,49
1872,soul assassin,2,2,6,5
1873,blues brothers 2000,2,1,4,6
1874,a-x-l,2,0,9,7
1875,clockstoppers,2,0,15,4
1876,paul blart: mall cop 2,2,1,4,6
1877,don 2,2,2,6,5
1878,vampire hunter d: bloodlust,4,3,9,18
1879,war on everyone,2,1,4,6
1880,a man apart,2,2,9,3
1881,salinjaui gieokbeob,2,2,9,3
1882,into the night,2,1,4,6
1883,sin-gwa ham-kke: jwi-wa beol,2,15,8,335
1884,high sierra,2,0,9,7
1885,texas,2,5,19,55
1886,metri shesh va nim,2,2,9,3
1887,le chant du loup,2,0,16,1
1888,yellowbeard,2,0,15,4
1889,the chase,2,0,15,4
1890,deepstar six,2,16,16,391
1891,chick fight,2,1,9,26
1892,point blank,2,2,9,3
1893,beneath the planet of the apes,2,0,16,1
1894,turandot,2,13,0,72
1895,navy seals,2,0,6,313
1896,malik,2,12,9,17
1897,spooks: the greater good,2,15,6,16
1898,flyboys,2,15,7,379
1899,stalingrad,2,15,2,291
1900,cirque du freak: the vampire's assistant,2,0,8,21
1901,"tomorrow, when the war began",2,0,9,7
1902,arq,2,4,6,140
1903,kesari,2,15,7,379
1905,last man standing,2,2,9,3
1906,riaru onigokko,2,15,8,335
1909,catchfire,2,1,4,6
1910,211,2,15,6,16
1911,rurôni kenshin: sai shûshô - the beginning,2,0,9,7
1912,pirates,2,0,15,4
1913,"run silent, run deep",2,15,2,291
1914,bull shark,2,15,10,235
1915,suburban commando,2,1,16,121
1916,the hurricane heist,2,0,4,156
1917,earthquake,2,15,6,16
1918,alone in the dark,2,16,16,391
1919,el robo del siglo,2,12,15,246
1920,kidnap,2,2,9,3
1921,the burnt orange heresy,2,15,6,16
1922,al kameen,2,15,2,291
1923,the gunman,2,0,4,156
1924,jurassic domination,2,0,10,459
1925,next of kin,2,2,6,5
1926,tarzan the ape man,2,0,0,282
1927,the shadow,2,0,4,156
1928,innocent blood,2,1,4,6
1929,the death and life of bobby z,2,2,6,5
1930,justice society: world war ii,4,3,3,286
1931,wrong turn at tahoe,2,2,9,3
1932,gotham city sirens,2,0,15,4
1933,green zone,2,15,6,16
1934,caged heat,2,1,9,26
1935,undercover grandpa,2,1,18,60
1936,hung fan kui,2,1,4,6
1937,state of grace,2,2,9,3
1938,brzrkr,2,0,9,7
1939,primeval,2,0,4,156
1940,foodfight!,4,3,3,286
1941,cradle 2 the grave,2,2,9,3
1942,turbo kid,2,0,15,4
1943,alone yet not alone,2,15,7,379
1944,dragon: the bruce lee story,2,12,9,17
1945,tentacoli,2,0,15,4
1946,daphne &amp; velma,2,1,4,6
1947,a lonely place to die,2,0,4,156
1948,death wish 3,2,2,9,3
1949,shin ultraman,2,0,9,7
1950,the assignment,2,2,6,5
1951,deep cover,2,2,6,5
1952,air america,2,1,2,39
1953,kingsglaive: final fantasy xv,4,3,3,286
1954,chasers,2,1,9,26
1955,dead heat,2,1,10,23
1956,proof of life,2,15,6,16
1957,chi bi,2,0,9,7
1958,starship troopers: traitor of mars,4,3,16,20
1959,fainaru fantajî sebun adobento chirudoren,4,3,3,286
1960,the collector 3,2,0,10,459
1961,drop zone,2,0,6,313
1962,the gauntlet,2,2,6,5
1963,proxima,2,0,9,7
1964,american night,2,2,9,3
1965,day of the warrior,2,0,6,313
1966,nemesis,2,4,6,140
1967,tang shan da xiong,2,2,9,3
1968,iron sky: the coming race,2,0,15,4
1969,red shoes and the seven dwarfs,4,3,3,286
1970,the medallion,2,1,8,42
1971,crocodile dundee in los angeles,2,0,15,4
1972,aalavandhan,2,2,6,5
1973,von ryan's express,2,0,2,457
1974,the train,2,9,2,491
1975,untitled adventures of tintin sequel,4,3,3,286
1976,the appaloosa,2,15,0,14
1977,in like flint,2,0,15,4
1978,berserk: ougon jidai-hen i - haou no tamago,4,3,3,286
1979,da lui toi,2,1,9,26
1980,exodus,2,15,7,379
1981,shimmer lake,2,2,9,3
1982,ong-bak,2,2,6,5
1983,skjelvet,2,15,6,16
1984,ricochet,2,2,9,3
1985,constantine 2,2,13,10,88
1986,'gator bait,2,0,9,7
1987,ji qi zhi xue,2,4,6,140
1988,gantz: o,4,3,9,18
1989,trading paint,2,15,17,395
1990,the car,2,16,5,485
1991,afflicted,2,0,10,459
1992,terminator ii,2,0,8,21
1993,miami connection,2,2,12,68
1994,shoot to kill,2,0,4,156
1995,king solomon's mines,2,0,15,4
1996,pilgrimage,2,15,7,379
1997,kraftidioten,2,1,4,6
1998,sidekicks,2,0,15,4
1999,hyena road,2,15,2,291
2000,action jackson,2,1,4,6
2001,wild bill,2,12,19,114
2002,momentum,2,2,6,5
2003,another 48 hrs.,2,1,4,6
2004,harmony,2,16,16,391
2005,l'immortel,2,2,9,3
2006,fair game,2,5,6,61
2007,the spine of night,4,3,3,286
2008,the house next door,2,1,10,23
2009,see no evil 2,2,16,6,443
2010,lock up,2,2,9,3
2011,sanyangeui sigan,2,2,9,3
2012,stakeout,2,1,4,6
2013,sherlock jr.,2,1,0,8
2014,white lightning,2,2,9,3
2015,hagane no renkinjutsushi,2,0,8,21
2016,winchester '73,2,15,19,53
2017,wild america,2,0,15,4
2018,untitled pirates of the caribbean project,2,0,15,4
2019,sudden death,2,2,6,5
2020,kabir singh,2,15,0,14
2021,cheong-nyeon-gyeong-chal,2,1,4,6
2022,eega,2,1,9,26
2023,evangelion shin gekijôban: jo,4,3,9,18
2024,the big hit,2,1,4,6
2025,ying,2,0,9,7
2026,the bridge at remagen,2,15,2,291
2027,rush hour 4,2,0,15,4
2028,dhoom:2,2,2,6,5
2029,missing in action,2,0,9,7
2030,firewall,2,2,6,5
2031,the dark side of the moon,2,16,5,485
2032,seobok,2,4,6,140
2033,joheunnom nabbeunnom isanghannom,2,0,15,4
2034,sarsenapati hambirrao,2,15,7,379
2035,vratar galaktiki,2,4,17,73
2036,dawn breaks behind the eyes,2,16,5,485
2037,ice soldiers,2,4,6,140
2038,autómata,2,15,16,27
2039,the squeeze,2,1,4,6
2040,man cheng jin dai huang jin jia,2,15,7,379
2041,i spy,2,0,15,4
2042,den of thieves 2,2,2,9,3
2043,sniper: ultimate kill,2,15,6,16
2044,ala vaikunthapurramuloo,2,1,9,26
2045,ai no mukidashi,2,1,9,26
2047,yôjû toshi,4,3,8,50
2048,the necessary death of charlie countryman,2,1,9,26
2049,climax,2,16,6,443
2050,redemption day,2,15,6,16
2051,bitch slap,2,1,4,6
2052,down,2,16,5,485
2053,falcon rising,2,0,4,156
2054,the cowboy way,2,1,4,6
2055,slow west,2,0,9,7
2056,a score to settle,2,2,9,3
2057,balle perdue,2,2,6,5
2058,batman and harley quinn,4,3,3,286
2059,american heist,2,2,9,3
2060,bheeshmaparvam,2,2,9,3
2061,blue steel,2,2,9,3
2062,gator,2,2,9,3
2063,tiempo de valientes,2,1,4,6
2064,the ice pirates,2,0,15,4
2065,love hostel,2,2,0,83
2066,primal rage,2,0,10,459
2067,pushpa: the rule - part 2,2,0,4,156
2068,black canary,2,0,8,21
2069,boruto: naruto the movie,4,3,3,286
2070,red line 7000,2,15,17,395
2071,half past dead,2,2,6,5
2072,wyrmwood,2,1,10,23
2073,the colony,2,4,6,140
2074,sands of iwo jima,2,15,0,14
2075,uri: the surgical strike,2,15,7,379
2076,jue di tao wang,2,0,15,4
2077,embattled,2,15,17,395
2078,the brothers bloom,2,0,15,4
2079,the king,2,12,9,17
2080,fortress,2,2,16,474
2081,anton,2,15,0,14
2082,one night in bangkok,2,2,9,3
2083,samâ uôzu,4,3,3,286
2084,pootie tang,2,0,15,4
2085,wheelman,2,2,6,5
2086,gunhamdo,2,15,7,379
2087,teen titans go! &amp; dc super hero girls: mayhem in the multiverse,4,3,3,286
2088,the adventures of pluto nash,2,1,16,121
2089,tromeo and juliet,2,1,9,26
2090,dark web: cicada 3301,2,1,6,49
2091,i'm gonna git you sucka,2,1,4,6
2092,the osterman weekend,2,15,6,16
2093,landmine goes click,2,2,9,3
2094,class of 1999,2,16,16,391
2095,women in cages,2,2,9,3
2096,thick as thieves,2,2,6,5
2097,berserk: ougon jidai-hen iii - kourin,4,3,3,286
2098,spitfire over berlin,2,15,2,291
2099,one piece: stampede,4,3,3,286
2100,quel maledetto treno blindato,2,0,2,457
2101,the crow: wicked prayer,2,0,15,4
2102,sap ji sang ciu,2,0,15,4
2103,steel,2,0,4,156
2104,jin-rô,4,3,9,18
2106,magadheera,2,15,8,335
2107,black water: abyss,2,15,10,235
2108,the warrior's way,2,13,19,87
2109,le mans,2,0,9,7
2110,chik loh dak gung,2,2,9,3
2111,nicky larson et le parfum de cupidon,2,1,4,6
2112,savage island,2,2,9,3
2113,survive the night,2,15,6,16
2114,thursday,2,1,4,6
2115,extraterrestrial,2,16,5,485
2116,the emerald forest,2,0,9,7
2117,judgment night,2,2,9,3
2118,xi you: xiang mo pian,2,0,15,4
2119,aquarium of the dead,2,1,10,23
2120,freejack,2,2,16,474
2121,godsend,2,15,8,335
2122,loaded,2,2,9,3
2123,surviving the game,2,0,4,156
2124,16 blocks,2,15,6,16
2125,hanover street,2,0,9,7
2126,ladder 49,2,15,6,16
2127,death warrant,2,2,5,37
2128,blind fury,2,1,4,6
2129,ying hung boon sik,2,2,9,3
2130,the undefeated,2,0,0,282
2131,county line: all in,2,2,5,37
2132,the out-laws,2,1,4,6
2133,les aventures extraordinaires d'adèle blanc-sec,2,0,15,4
2134,gone in 60 seconds,2,2,9,3
2135,wind,2,15,17,395
2136,robot jox,2,4,6,140
2137,il ragazzo invisibile,2,0,15,4
2138,leokki,2,1,4,6
2139,foreign correspondent,2,5,6,61
2140,mortal kombat legends: battle of the realms,4,3,3,286
2141,lolly-madonna xxx,2,2,9,3
2142,replicant,2,4,6,140
2143,perdita durango,2,2,10,45
2144,ba bai,2,15,7,379
2145,rise of the footsoldier: marbella,2,0,14,124
2146,perverse oltre le sbarre,2,2,9,3
2147,accident man 2,2,1,4,6
2149,the most dangerous game,2,0,10,459
2150,kickboxer: vengeance,2,2,9,3
2151,vada chennai,2,2,9,3
2152,underdog,2,0,15,4
2153,cut throat city,2,2,9,3
2154,batman: soul of the dragon,4,3,3,286
2155,spacehunter: adventures in the forbidden zone,2,0,16,1
2156,sing si lip yan,2,1,4,6
2157,occupation,2,15,16,27
2158,premium rush,2,2,6,5
2159,airport '77,2,15,6,16
2160,death valley,2,16,16,391
2161,welcome to the punch,2,2,6,5
2162,body cam,2,0,4,156
2163,come out fighting,2,0,9,7
2164,code of silence,2,2,9,3
2165,nighthawks,2,2,6,5
2166,"najmro: kocha, kradnie, szanuje",2,1,4,6
2167,virus,2,16,16,391
2169,transit,2,2,6,5
2170,theeran adhigaaram ondru,2,2,6,5
2171,vfw,2,2,10,45
2172,message from the king,2,2,9,3
2173,vampires: los muertos,2,16,6,443
2174,science fiction volume one: the osiris child,2,0,9,7
2175,no man's land,2,0,6,313
2176,catch that kid,2,0,15,4
2177,out of bounds,2,2,9,3
2178,tian jiang xiong shi,2,15,8,335
2179,acts of violence,2,2,6,5
2180,beat the devil,2,0,15,4
2181,bajrangi bhaijaan,2,0,15,4
2182,rapid fire,2,2,9,3
2183,the thinning,2,15,10,235
2184,the angel,2,12,9,17
2185,the evil that men do,2,15,6,16
2186,county line,2,2,9,3
2187,crown vic,2,0,4,156
2188,ned kelly,2,0,14,124
2189,whiteout,2,2,5,37
2190,animal,2,0,9,7
2191,the enemy below,2,0,9,7
2192,bad company,2,1,6,49
2193,born a champion,2,15,17,395
2194,habit,2,1,9,26
2195,solarbabies,2,0,9,7
2196,in the blood,2,2,6,5
2197,scarlett,2,16,6,443
2198,snabba cash - livet deluxe,2,2,9,3
2199,she,2,0,8,21
2200,daman akeseo guhasoseo,2,2,6,5
2201,3 ninjas: high noon at mega mountain,2,0,15,4
2202,the sentinel,2,2,6,5
2203,the barbarians,2,0,8,21
2204,the newton boys,2,2,9,3
2205,bronx,2,2,9,3
2206,day of the dead: bloodline,2,15,10,235
2207,der baader meinhof komplex,2,12,4,10
2208,alan partridge: alpha papa,2,1,4,6
2210,money talks,2,1,4,6
2211,skinwalkers,2,13,10,88
2212,the package,2,2,9,3
2213,dak mo mai sing,2,1,4,6
2214,"big mommas: like father, like son",2,1,4,6
2215,el sustituto,2,0,4,156
2216,a wednesday,2,2,9,3
2217,su ren te gong,2,0,15,4
2218,wer,2,16,5,485
2219,dangerously close,2,2,6,5
2220,3 ninjas: knuckle up,2,1,18,60
2221,k-9,2,1,4,6
2222,city heat,2,1,4,6
2223,l'instinct de mort,2,12,4,10
2224,echelon conspiracy,2,2,6,5
2225,gotcha!,2,1,5,77
2226,captain blood,2,0,7,58
2227,into the grizzly maze,2,0,9,7
2228,night raiders,2,4,6,140
2229,phantasm ii,2,13,10,88
2230,long zai jiang hu,2,2,9,3
2231,the dogs of war,2,0,9,7
2232,yaanai,2,15,18,305
2233,hatchet ii,2,1,10,23
2234,office uprising,2,1,10,23
2235,highlander iii: the sorcerer,2,13,0,72
2236,ski patrol,2,1,17,82
2237,san ging chaat goo si,2,2,6,5
2238,hard rain,2,2,9,3
2239,batman ninja,4,3,16,20
2240,headshot,2,15,6,16
2241,the heroes of telemark,2,15,7,379
2242,steven universe: the movie,4,3,3,286
2243,hwanghae,2,2,9,3
2244,son of rambow,2,0,15,4
2245,mars needs moms,4,3,3,286
2246,battlestar galactica,2,0,16,1
2247,bulletproof monk,2,1,8,42
2248,the naked cage,2,2,9,3
2249,xtremo,2,2,9,3
2250,avatar 5,2,0,9,7
2251,smokey and the bandit ii,2,0,15,4
2252,starship troopers: invasion,4,3,16,20
2253,brat,2,2,9,3
2254,kill me again,2,2,9,3
2255,nochnoy dozor,2,13,10,88
2256,the operative,2,15,5,22
2257,wasabi,2,15,15,111
2258,murderers' row,2,0,15,4
2259,killers anonymous,2,2,5,37
2260,antim: the final truth,2,2,9,3
2261,desperate hours,2,2,9,3
2262,baiohazado: damuneshon,4,3,10,75
2263,batman: gotham by gaslight,4,3,3,286
2264,a sound of thunder,2,0,10,459
2265,kaisokuou ni ore wa naru,4,3,3,286
2266,turbo: a power rangers movie,2,0,18,2
2267,excess baggage,2,1,4,6
2268,dirty mary crazy larry,2,2,6,5
2269,in hell,2,15,6,16
2270,when worlds collide,2,4,6,140
2271,bleach: burîchu,2,0,8,21
2272,lady bloodfight,2,2,9,3
2273,radhe,2,2,6,5
2274,rise of the footsoldier 3,2,1,4,6
2275,la isla mínima,2,2,5,37
2276,the hard way,2,1,4,6
2277,american ninja 2: the confrontation,2,1,9,26
2278,yat goh ho yan,2,0,15,4
2279,man-thing,2,0,10,459
2280,bullet,2,2,9,3
2281,kull the conqueror,2,0,8,21
2282,da hong zha,2,0,9,7
2283,haider,2,2,9,3
2284,constantine: city of demons,4,3,8,50
2285,lik wong,2,1,4,6
2286,one piece film: gold,4,3,3,286
2287,allan quatermain and the lost city of gold,2,0,15,4
2288,the last mimzy,2,0,9,7
2289,10.0 earthquake,2,0,9,7
2290,the tiger's apprentice,4,3,3,286
2291,sorceress,2,0,8,21
2292,smokey and the bandit part 3,2,1,4,6
2293,attack of the unknown,2,16,16,391
2294,new york ninja,2,2,6,5
2295,ggeutggaji ganda,2,2,6,5
2296,minecraft,2,0,18,2
2297,welcome to the jungle,2,0,15,4
2299,archenemy,2,0,4,156
2300,arn: tempelriddaren,2,15,0,14
2301,ambulancen,2,15,6,16
2302,super fly,2,2,9,3
2303,the legend of conan,2,0,8,21
2304,bis ans ende der welt,2,15,16,27
2305,coffee &amp; kareem,2,1,4,6
2306,4 horsemen: apocalypse,2,0,8,21
2307,ishtar,2,0,15,4
2308,hai phuong,2,15,6,16
2309,high ground,2,0,9,7
2310,the ballad of lefty brown,2,15,19,53
2311,victor crowley,2,1,10,23
2312,white heat,2,2,9,3
2313,el día de la bestia,2,0,15,4
2314,spider-man: beyond the spider-verse,4,3,3,286
2315,kimetsu no yaiba: natagumo yama hen,4,3,8,50
2316,men at work,2,1,4,6
2317,terminal island,2,15,6,16
2318,cockneys vs zombies,2,1,10,23
2319,flight of the intruder,2,15,6,16
2320,gekijouban bishoujo senshi sailor moon eternal,4,3,3,286
2321,død snø 2,2,1,8,42
2322,proud mary,2,2,9,3
2323,patient zero,2,15,10,235
2324,term life,2,2,9,3
2325,gupt: the hidden truth,2,2,5,37
2326,sultan,2,15,17,395
2327,black gold,2,15,7,379
2328,kuai can che,2,1,4,6
2329,bend of the river,2,0,0,282
2330,qing ya ji,2,15,8,335
2331,bronco billy,2,0,15,4
2332,desperate measures,2,2,9,3
2333,murphy's law,2,2,9,3
2334,hatchet iii,2,1,10,23
2335,sentinelle,2,2,9,3
2336,the 51st state,2,1,4,6
2337,traitor,2,2,9,3
2338,beyond the mask,2,0,9,7
2339,takht,2,15,7,379
2340,the flyboys,2,0,9,7
2341,take down,2,0,4,156
2342,the domestics,2,16,16,391
2343,etharkkum thunindhavan,2,2,9,3
2344,edge of fear,2,2,6,5
2345,satya,2,2,9,3
2346,sadece sen,2,15,0,14
2347,cherrybomb,2,15,0,14
2348,the devil's brigade,2,15,2,291
2349,wonder woman: bloodlines,4,3,8,50
2350,the return of swamp thing,2,0,15,4
2351,hellfighters,2,0,9,7
2352,dhoom:3,2,2,9,3
2353,reprisal,2,15,6,16
2354,8 million ways to die,2,2,9,3
2355,wong fei hung,2,0,7,58
2356,the octagon,2,15,0,14
2357,my science project,2,0,15,4
2358,black moon rising,2,2,6,5
2359,the musketeer,2,0,0,282
2360,delta force 2: the colombian connection,2,0,4,156
2361,tôkyô zankoku keisatsu,2,1,10,23
2362,ratchet &amp; clank,4,3,3,286
2363,shorta,2,2,9,3
2364,kinjite: forbidden subjects,2,2,9,3
2365,caligula et messaline,2,0,14,124
2366,an innocent man,2,2,9,3
2367,cannonball,2,1,4,6
2368,samurai cop 2: deadly vengeance,2,2,6,5
2369,terrore nello spazio,2,0,10,459
2370,shurayukihime,2,15,6,16
2371,bad ass,2,1,4,6
2372,the exterminator,2,2,9,3
2373,crying freeman,2,2,6,5
2374,the hooligan factory,2,1,4,6
2375,race with the devil,2,0,10,459
2376,band of the hand,2,2,9,3
2377,tadap,2,15,0,14
2378,mutafukaz,4,3,15,66
2379,stranger: mukô hadan,4,3,3,286
2380,we still kill the old way,2,1,4,6
2381,the breed,2,1,10,23
2382,siu nin wong fei hung chi: tit ma lau,2,2,9,3
2383,white line fever,2,2,9,3
2384,d-war,2,15,8,335
2385,north shore,2,15,0,14
2387,sanjuro,2,15,6,16
2388,tarzan and his mate,2,0,0,282
2389,mulgoe,2,13,10,88
2390,from prada to nada,2,1,9,26
2391,the girl is in trouble,2,2,6,5
2392,the stunt man,2,1,9,26
2393,zorro,2,0,15,4
2394,sharky's machine,2,2,9,3
2395,zatôichi,2,1,4,6
2396,cike nie yin niang,2,15,7,379
2397,dragon ball z: doragon bôru z - kami to kami,4,3,3,286
2398,the thief and the cobbler,4,3,3,286
2399,godfather,2,2,9,3
2400,tomiris,2,15,7,379
2401,guyver,2,1,10,23
2402,trespass against us,2,2,9,3
2403,the rising hawk,2,15,7,379
2404,in the lost lands,2,0,8,21
2405,mil-jeong,2,15,6,16
2406,la decima vittima,2,1,0,8
2407,hyeob-sang,2,2,6,5
2408,viking,2,15,7,379
2409,looop lapeta,2,1,4,6
2410,15 minutes,2,2,9,3
2411,the recall,2,16,5,485
2412,age of heroes,2,0,9,7
2413,stray,2,2,8,62
2414,seeking justice,2,2,9,3
2415,the cave,2,0,9,7
2416,om shanti om,2,1,9,26
2417,bakemono no ko,4,3,3,286
2418,zombi 3,2,16,16,391
2419,the machine,2,15,16,27
2420,mr. majestyk,2,2,9,3
2421,villain,2,2,9,3
2422,dying of the light,2,15,6,16
2423,paw patrol: the mighty movie,4,3,3,286
2424,the in-laws,2,0,15,4
2425,hasta el cielo,2,0,4,156
2426,emperor of the north pole,2,0,9,7
2427,cats &amp; dogs: the revenge of kitty galore,4,3,3,286
2428,dag ii,2,15,2,291
2429,jcvd,2,1,4,6
2430,into the white,2,12,9,17
